Complexity Measure,Value
F1,0.891910524
F1v,0.075284615
F2,0.05932951
F3,0.877794337
F4,0.795827124
N1,0.140834575
N2,0.435181785
N3,0.083209141
N4,0.011674118
N5,0.763288624
N6,0.994116916
L1,0.035031747
L2,0.044709389
L3,0.015399901
D1,0.004222553
D2,0.003477397
D3,0.823529412
B1,0.006503951
B2,0.01784501
G1,0.878637552
G2,0.287529102
G3,0.826094148
