Complexity Measure,Value
F1,0.875303615
F1v,0.062276777
F2,0.023156597
F3,0.738707717
F4,0.666396597
N1,0.11079603
N2,0.425286593
N3,0.063196273
N4,0.005063804
N5,0.677131861
N6,0.991016646
L1,0.022217412
L2,0.027749646
L3,0.010127608
D1,0.003443387
D2,0.00283573
D3,0.823529412
B1,0.040830026
B2,0.10617971
G1,0.865459244
G2,0.375558223
G3,0.758141867
