Complexity Measure,Value
F1,0.9077103395
F1v,0.1002419708
F2,0.0607719743
F3,0.9370909091
F4,0.8982727273
N1,0.1697272727
N2,0.4386175176
N3,0.1069090909
N4,0.0146363636
N5,0.7716363636
N6,0.9973445537
L1,0.0515498006
L2,0.0684545455
L3,0.0330909091
D1,0.0016363636
D2,0.0012727273
D3,0.7777777778
B1,0.0003666902
B2,0.0010160786
G1,0.884969146
G2,0.3971889585
G3,0.8105084025
