Complexity Measure,Value
F1,0.907356626
F1v,0.108600953
F2,0.064211543
F3,0.960997993
F4,0.914683109
N1,0.188700889
N2,0.44009623
N3,0.121020935
N4,0.017493547
N5,0.767278463
N6,0.995313516
L1,0.057105598
L2,0.074706051
L3,0.039145397
D1,0.002437625
D2,0.002007456
D3,0.823529412
B1,0.005894595
B2,0.016188907
G1,0.878753318
G2,0.267505585
G3,0.79759965
