Complexity Measure,Value
F1,0.04115595299999997
F1v,0.042104757
F2,0.036016467999999996
F3,0.19878197499999994
F4,0.212541223
N1,0.10477382
N2,0.02391733800000001
N3,0.07567887100000001
N4,0.014068638999999999
N5,0.171622881
N6,0.006115669000000046
L1,0.033453543
L2,0.0425126
L3,0.026817799
D1,-0.0006394949999999999
D2,-0.0005266419999999999
D3,0.0
B1,-0.024120225999999998
B2,-0.061070358
G1,0.018598358000000093
G2,-0.09360448800000004
G3,0.013553040999999988
