Complexity Measure,Increase (%)
F1,4.70190597807595
F1v,67.60908163246792
F2,155.534373206909
F3,26.909421740885897
F4,31.894103895011337
N1,94.56459766654093
N2,5.623816596541523
N3,119.75211101452136
N4,277.8274791046395
N5,25.345562789874393
N6,0.6171106231852336
L1,150.57353664774277
L2,153.20051290023665
L3,264.7989436399987
