Complexity Measure,Value
F1,0.9701678711
F1v,0.6363794639
F2,1.10635e-05
F3,0.8661971831
F4,0.6126760563
N1,0.6126760563
N2,0.447283473
N3,0.3943661972
N4,0.2394366197
N5,0.676056338
N6,0.9794187661
L1,0.2593906052
L2,0.3521126761
L3,0.3098591549
D1,0.0633802817
D2,0.014084507
D3,0.2222222222
B1,0.064059285
B2,0.1608901861
G1,0.88432724
G2,0.5001973944
G3,0.9049995787
