Complexity Measure,Value
F1,0.9727559
F1v,0.6001411
F2,1.940724e-05
F3,0.8885077
F4,0.7718696
N1,0.5214408
N2,0.4374576
N3,0.3379074
N4,0.1801029
N5,0.6054889
N6,0.9909706
L1,0.2226369
L2,0.2864494
L3,0.2830189
D1,0.01715266
D2,0.005145798
D3,0.3
B1,0.1359096
B2,0.3085471
G1,0.8771257
G2,0.4049728
G3,0.8547503
