Complexity Measure,Value
F1,0.9691278
F1v,0.5707234
F2,1.297263e-05
F3,0.8730159
F4,0.7165533
N1,0.4943311
N2,0.4335868
N3,0.3356009
N4,0.185941
N5,0.585034
N6,0.9862917
L1,0.2096154
L2,0.2653061
L3,0.2380952
D1,0.02040816
D2,0.006802721
D3,0.3333333
B1,0.1653517
B2,0.3610922
G1,0.8678623
G2,0.477789
G3,0.843054
